id,z,x,code,key,pos
1814,46,34,1,wall,4634
1815,47,34,11,center_pane,4734
1816,48,34,11,center_pane,4834
1817,49,34,11,center_pane,4934
1818,50,34,1,wall,5034
1819,51,34,1,wall,5134
1820,0,35,1,wall,035
1821,1,35,1,wall,135
1822,2,35,9,rubble,235
1823,3,35,11,center_pane,335
1824,4,35,11,center_pane,435
1825,5,35,11,center_pane,535
1826,6,35,11,center_pane,635
1827,7,35,11,center_pane,735
1828,8,35,11,center_pane,835
1829,9,35,1,wall,935
1830,10,35,11,center_pane,1035
1831,11,35,11,center_pane,1135
1832,12,35,11,center_pane,1235
1833,13,35,11,center_pane,1335
1834,14,35,1,wall,1435
1835,15,35,1,wall,1535
1836,16,35,1,wall,1635
1837,17,35,1,wall,1735
1838,18,35,1,wall,1835
1839,19,35,1,wall,1935
1840,20,35,1,wall,2035
1841,21,35,1,wall,2135
1842,22,35,1,wall,2235
1843,23,35,1,wall,2335
1844,24,35,1,wall,2435
1845,25,35,1,wall,2535
1846,26,35,1,wall,2635
1847,27,35,1,wall,2735
1848,28,35,1,wall,2835
1849,29,35,1,wall,2935
1850,30,35,1,wall,3035
1851,31,35,1,wall,3135
1852,32,35,1,wall,3235
1853,33,35,1,wall,3335
1854,34,35,1,wall,3435
1855,35,35,1,wall,3535
1856,36,35,1,wall,3635
1857,37,35,11,center_pane,3735
1858,38,35,11,center_pane,3835
1859,39,35,11,center_pane,3935
1860,40,35,11,center_pane,4035
1861,41,35,1,wall,4135
1862,42,35,1,wall,4235
1863,43,35,1,wall,4335
1864,44,35,11,center_pane,4435
1865,45,35,11,center_pane,4535
1866,46,35,5,red,4635
1867,47,35,11,center_pane,4735
1868,48,35,11,center_pane,4835
1869,49,35,11,center_pane,4935
1870,50,35,1,wall,5035
1871,51,35,1,wall,5135
1872,0,36,1,wall,036
1873,1,36,1,wall,136
1874,2,36,11,center_pane,236
1875,3,36,11,center_pane,336
1876,4,36,11,center_pane,436
1877,5,36,11,center_pane,536
1878,6,36,11,center_pane,636
1879,7,36,11,center_pane,736
1880,8,36,11,center_pane,836
1881,9,36,1,wall,936
1882,10,36,11,center_pane,1036
1883,11,36,11,center_pane,1136
1884,12,36,11,center_pane,1236
1885,13,36,11,center_pane,1336
1886,14,36,11,center_pane,1436
1887,15,36,11,center_pane,1536
1888,16,36,11,center_pane,1636
1889,17,36,11,center_pane,1736
1890,18,36,11,center_pane,1836
1891,19,36,11,center_pane,1936
1892,20,36,11,center_pane,2036
1893,21,36,11,center_pane,2136
1894,22,36,11,center_pane,2236
1895,23,36,11,center_pane,2336
1896,24,36,11,center_pane,2436
1897,25,36,11,center_pane,2536
1898,26,36,11,center_pane,2636
1899,27,36,11,center_pane,2736
1900,28,36,11,center_pane,2836
1901,29,36,11,center_pane,2936
1902,30,36,11,center_pane,3036
1903,31,36,11,center_pane,3136
1904,32,36,11,center_pane,3236
1905,33,36,11,center_pane,3336
1906,34,36,11,center_pane,3436
1907,35,36,11,center_pane,3536
1908,36,36,11,center_pane,3636
1909,37,36,11,center_pane,3736
1910,38,36,11,center_pane,3836
1911,39,36,11,center_pane,3936
1912,40,36,11,center_pane,4036
1913,41,36,1,wall,4136
1914,42,36,1,wall,4236
1915,43,36,11,center_pane,4336
1916,44,36,11,center_pane,4436
1917,45,36,11,center_pane,4536
1918,46,36,11,center_pane,4636
1919,47,36,11,center_pane,4736
1920,48,36,11,center_pane,4836
1921,49,36,11,center_pane,4936
1922,50,36,1,wall,5036
1923,51,36,1,wall,5136
1924,0,37,1,wall,037
1925,1,37,1,wall,137
1926,2,37,1,wall,237
1927,3,37,1,wall,337
1928,4,37,1,wall,437
1929,5,37,1,wall,537
1930,6,37,1,wall,637
1931,7,37,1,wall,737
1932,8,37,1,wall,837
1933,9,37,1,wall,937
1934,10,37,11,center_pane,1037
1935,11,37,11,center_pane,1137
1936,12,37,11,center_pane,1237
1937,13,37,11,center_pane,1337
1938,14,37,11,center_pane,1437
1939,15,37,11,center_pane,1537
1940,16,37,11,center_pane,1637
1941,17,37,11,center_pane,1737
1942,18,37,11,center_pane,1837
1943,19,37,11,center_pane,1937
1944,20,37,11,center_pane,2037
1945,21,37,11,center_pane,2137
1946,22,37,11,center_pane,2237
1947,23,37,11,center_pane,2337
1948,24,37,11,center_pane,2437
1949,25,37,11,center_pane,2537
1950,26,37,11,center_pane,2637
1951,27,37,11,center_pane,2737
1952,28,37,11,center_pane,2837
1953,29,37,11,center_pane,2937
1954,30,37,11,center_pane,3037
1955,31,37,11,center_pane,3137
1956,32,37,11,center_pane,3237
1957,33,37,11,center_pane,3337
1958,34,37,11,center_pane,3437
1959,35,37,11,center_pane,3537
1960,36,37,11,center_pane,3637
1961,37,37,11,center_pane,3737
1962,38,37,11,center_pane,3837
1963,39,37,11,center_pane,3937
1964,40,37,11,center_pane,4037
1965,41,37,1,wall,4137
1966,42,37,11,center_pane,4237
1967,43,37,11,center_pane,4337
1968,44,37,11,center_pane,4437
1969,45,37,11,center_pane,4537
1970,46,37,9,rubble,4637
1971,47,37,11,center_pane,4737
1972,48,37,11,center_pane,4837
1973,49,37,11,center_pane,4937
1974,50,37,1,wall,5037
1975,51,37,1,wall,5137
1976,0,38,1,wall,038
1977,1,38,1,wall,138
1978,2,38,12,center_pane,238
1979,3,38,12,center_pane,338
1980,4,38,12,center_pane,438
1981,5,38,12,center_pane,538
1982,6,38,12,center_pane,638
1983,7,38,12,center_pane,738
1984,8,38,12,center_pane,838
1985,9,38,2,door,938
1986,10,38,12,center_pane,1038
1987,11,38,12,center_pane,1138
1988,12,38,12,center_pane,1238
1989,13,38,12,center_pane,1338
1990,14,38,12,center_pane,1438
1991,15,38,12,center_pane,1538
1992,16,38,12,center_pane,1638
1993,17,38,12,center_pane,1738
1994,18,38,12,center_pane,1838
1995,19,38,12,center_pane,1938
1996,20,38,12,center_pane,2038
1997,21,38,12,center_pane,2138
1998,22,38,12,center_pane,2238
1999,23,38,12,center_pane,2338
2000,24,38,12,center_pane,2438
2001,25,38,12,center_pane,2538
2002,26,38,12,center_pane,2638
2003,27,38,12,center_pane,2738
2004,28,38,12,center_pane,2838
2005,29,38,12,center_pane,2938
2006,30,38,12,center_pane,3038
2007,31,38,12,center_pane,3138
2008,32,38,12,center_pane,3238
2009,33,38,12,center_pane,3338
2010,34,38,12,center_pane,3438
2011,35,38,12,center_pane,3538
2012,36,38,12,center_pane,3638
2013,37,38,12,center_pane,3738
2014,38,38,12,center_pane,3838
2015,39,38,12,center_pane,3938
2016,40,38,12,center_pane,4038
2017,41,38,1,wall,4138
2018,42,38,11,center_pane,4238
2019,43,38,3,green,4338
2020,44,38,11,center_pane,4438
2021,45,38,9,rubble,4538
2022,46,38,6,yellow,4638
2023,47,38,9,rubble,4738
2024,48,38,11,center_pane,4838
2025,49,38,11,center_pane,4938
2026,50,38,1,wall,5038
2027,51,38,1,wall,5138
2028,0,39,1,wall,039
2029,1,39,1,wall,139
2030,2,39,12,center_pane,239
2031,3,39,12,center_pane,339
2032,4,39,12,center_pane,439
2033,5,39,12,center_pane,539
2034,6,39,12,center_pane,639
2035,7,39,12,center_pane,739
2036,8,39,12,center_pane,839
2037,9,39,1,wall,939
2038,10,39,12,center_pane,1039
2039,11,39,12,center_pane,1139
2040,12,39,12,center_pane,1239
2041,13,39,12,center_pane,1339
2042,14,39,12,center_pane,1439
2043,15,39,12,center_pane,1539
2044,16,39,12,center_pane,1639
2045,17,39,12,center_pane,1739
2046,18,39,12,center_pane,1839
2047,19,39,12,center_pane,1939
2048,20,39,12,center_pane,2039
2049,21,39,12,center_pane,2139
2050,22,39,12,center_pane,2239
2051,23,39,12,center_pane,2339
2052,24,39,12,center_pane,2439
2053,25,39,12,center_pane,2539
2054,26,39,12,center_pane,2639
2055,27,39,12,center_pane,2739
2056,28,39,12,center_pane,2839
2057,29,39,12,center_pane,2939
2058,30,39,12,center_pane,3039
2059,31,39,12,center_pane,3139
2060,32,39,12,center_pane,3239
2061,33,39,12,center_pane,3339
2062,34,39,12,center_pane,3439
2063,35,39,12,center_pane,3539
2064,36,39,12,center_pane,3639
2065,37,39,12,center_pane,3739
2066,38,39,12,center_pane,3839
2067,39,39,12,center_pane,3939
2068,40,39,12,center_pane,4039
2069,41,39,1,wall,4139
2070,42,39,11,center_pane,4239
2071,43,39,11,center_pane,4339
2072,44,39,11,center_pane,4439
2073,45,39,11,center_pane,4539
2074,46,39,9,rubble,4639
2075,47,39,11,center_pane,4739
2076,48,39,11,center_pane,4839
2077,49,39,11,center_pane,4939
2078,50,39,1,wall,5039
2079,51,39,1,wall,5139
2080,0,40,1,wall,040
2081,1,40,1,wall,140
2082,2,40,12,center_pane,240
2083,3,40,12,center_pane,340
2084,4,40,12,center_pane,440
2085,5,40,1,wall,540
2086,6,40,1,wall,640
2087,7,40,1,wall,740
2088,8,40,1,wall,840
2089,9,40,1,wall,940
2090,10,40,12,center_pane,1040
2091,11,40,12,center_pane,1140
2092,12,40,12,center_pane,1240
2093,13,40,12,center_pane,1340
2094,14,40,1,wall,1440
2095,15,40,1,wall,1540
2096,16,40,1,wall,1640
2097,17,40,1,wall,1740
2098,18,40,1,wall,1840
2099,19,40,2,door,1940
2100,20,40,1,wall,2040
2101,21,40,1,wall,2140
2102,22,40,1,wall,2240
2103,23,40,1,wall,2340
2104,24,40,1,wall,2440
2105,25,40,1,wall,2540
2106,26,40,1,wall,2640
2107,27,40,1,wall,2740
2108,28,40,2,door,2840
2109,29,40,1,wall,2940
2110,30,40,1,wall,3040
2111,31,40,1,wall,3140
2112,32,40,1,wall,3240
2113,33,40,1,wall,3340
2114,34,40,1,wall,3440
2115,35,40,1,wall,3540
2116,36,40,1,wall,3640
2117,37,40,12,center_pane,3740
2118,38,40,12,center_pane,3840
2119,39,40,12,center_pane,3940
2120,40,40,12,center_pane,4040
2121,41,40,1,wall,4140
2122,42,40,1,wall,4240
2123,43,40,1,wall,4340
2124,44,40,1,wall,4440
2125,45,40,1,wall,4540
2126,46,40,1,wall,4640
2127,47,40,1,wall,4740
2128,48,40,1,wall,4840
2129,49,40,1,wall,4940
2130,50,40,1,wall,5040
2131,51,40,1,wall,5140
2132,0,41,1,wall,041
2133,1,41,1,wall,141
2134,2,41,12,center_pane,241
2135,3,41,12,center_pane,341
2136,4,41,12,center_pane,441
2137,5,41,12,center_pane,541
2138,6,41,12,center_pane,641
2139,7,41,1,wall,741
2140,8,41,1,wall,841
2141,9,41,1,wall,941
2142,10,41,12,center_pane,1041
2143,11,41,12,center_pane,1141
2144,12,41,12,center_pane,1241
2145,13,41,12,center_pane,1341
2146,14,41,1,wall,1441
2147,15,41,1,wall,1541
2148,16,41,1,wall,1641
2149,17,41,1,wall,1741
2150,18,41,1,wall,1841
2151,19,41,12,center_pane,1941
2152,20,41,1,wall,2041
2153,21,41,12,center_pane,2141
2154,22,41,12,center_pane,2241
2155,23,41,1,wall,2341
2156,24,41,1,wall,2441
2157,25,41,12,center_pane,2541
2158,26,41,12,center_pane,2641
2159,27,41,1,wall,2741
2160,28,41,12,center_pane,2841
2161,29,41,1,wall,2941
2162,30,41,12,center_pane,3041
2163,31,41,12,center_pane,3141
2164,32,41,1,wall,3241
2165,33,41,1,wall,3341
2166,34,41,12,center_pane,3441
2167,35,41,12,center_pane,3541
2168,36,41,1,wall,3641
2169,37,41,12,center_pane,3741
2170,38,41,12,center_pane,3841
2171,39,41,12,center_pane,3941
2172,40,41,12,center_pane,4041
2173,41,41,2,door,4141
2174,42,41,12,center_pane,4241
2175,43,41,12,center_pane,4341
2176,44,41,12,center_pane,4441
2177,45,41,12,center_pane,4541
2178,46,41,12,center_pane,4641
2179,47,41,12,center_pane,4741
2180,48,41,12,center_pane,4841
2181,49,41,12,center_pane,4941
2182,50,41,1,wall,5041
2183,51,41,1,wall,5141
2184,0,42,1,wall,042
2185,1,42,1,wall,142
2186,2,42,12,center_pane,242
2187,3,42,12,center_pane,342
2188,4,42,12,center_pane,442
2189,5,42,12,center_pane,542
2190,6,42,3,green,642
2191,7,42,12,center_pane,742
2192,8,42,1,wall,842
2193,9,42,1,wall,942
2194,10,42,12,center_pane,1042
2195,11,42,12,center_pane,1142
2196,12,42,12,center_pane,1242
2197,13,42,12,center_pane,1342
2198,14,42,1,wall,1442
2199,15,42,12,center_pane,1542
2200,16,42,12,center_pane,1642
2201,17,42,1,wall,1742
2202,18,42,1,wall,1842
2203,19,42,12,center_pane,1942
2204,20,42,1,wall,2042
2205,21,42,3,green,2142
2206,22,42,12,center_pane,2242
2207,23,42,1,wall,2342
2208,24,42,1,wall,2442
2209,25,42,12,center_pane,2542
2210,26,42,12,center_pane,2642
2211,27,42,1,wall,2742
2212,28,42,12,center_pane,2842
2213,29,42,1,wall,2942
2214,30,42,12,center_pane,3042
2215,31,42,5,red,3142
2216,32,42,1,wall,3242
2217,33,42,1,wall,3342
2218,34,42,12,center_pane,3442
2219,35,42,12,center_pane,3542
2220,36,42,1,wall,3642
2221,37,42,12,center_pane,3742
2222,38,42,12,center_pane,3842
2223,39,42,12,center_pane,3942
2224,40,42,12,center_pane,4042
2225,41,42,1,wall,4142
2226,42,42,12,center_pane,4242
2227,43,42,12,center_pane,4342
2228,44,42,12,center_pane,4442
2229,45,42,12,center_pane,4542
2230,46,42,12,center_pane,4642
2231,47,42,12,center_pane,4742
2232,48,42,12,center_pane,4842
2233,49,42,12,center_pane,4942
2234,50,42,1,wall,5042
2235,51,42,1,wall,5142
2236,0,43,1,wall,043
2237,1,43,1,wall,143
2238,2,43,12,center_pane,243
2239,3,43,12,center_pane,343
2240,4,43,12,center_pane,443
2241,5,43,12,center_pane,543
2242,6,43,12,center_pane,643
2243,7,43,12,center_pane,743
2244,8,43,1,wall,843
2245,9,43,1,wall,943
2246,10,43,12,center_pane,1043
2247,11,43,12,center_pane,1143
2248,12,43,12,center_pane,1243
2249,13,43,12,center_pane,1343
2250,14,43,1,wall,1443
2251,15,43,12,center_pane,1543
2252,16,43,12,center_pane,1643
2253,17,43,12,center_pane,1743
2254,18,43,1,wall,1843
2255,19,43,12,center_pane,1943
2256,20,43,1,wall,2043
2257,21,43,12,center_pane,2143
2258,22,43,12,center_pane,2243
2259,23,43,1,wall,2343
2260,24,43,1,wall,2443
2261,25,43,12,center_pane,2543
2262,26,43,12,center_pane,2643
2263,27,43,1,wall,2743
2264,28,43,12,center_pane,2843
2265,29,43,1,wall,2943
2266,30,43,12,center_pane,3043
2267,31,43,12,center_pane,3143
2268,32,43,1,wall,3243
2269,33,43,1,wall,3343
2270,34,43,12,center_pane,3443
2271,35,43,12,center_pane,3543
2272,36,43,1,wall,3643
2273,37,43,12,center_pane,3743
2274,38,43,12,center_pane,3843
2275,39,43,12,center_pane,3943
2276,40,43,12,center_pane,4043
2277,41,43,1,wall,4143
2278,42,43,1,wall,4243
2279,43,43,1,wall,4343
2280,44,43,1,wall,4443
2281,45,43,1,wall,4543
2282,46,43,1,wall,4643
2283,47,43,12,center_pane,4743
2284,48,43,12,center_pane,4843
2285,49,43,12,center_pane,4943
2286,50,43,1,wall,5043
2287,51,43,1,wall,5143
2288,0,44,1,wall,044
2289,1,44,1,wall,144
2290,2,44,12,center_pane,244
2291,3,44,12,center_pane,344
2292,4,44,12,center_pane,444
2293,5,44,12,center_pane,544
2294,6,44,12,center_pane,644
2295,7,44,12,center_pane,744
2296,8,44,12,center_pane,844
2297,9,44,1,wall,944
2298,10,44,12,center_pane,1044
2299,11,44,12,center_pane,1144
2300,12,44,12,center_pane,1244
2301,13,44,12,center_pane,1344
2302,14,44,2,door,1444
2303,15,44,12,center_pane,1544
2304,16,44,9,rubble,1644
2305,17,44,12,center_pane,1744
2306,18,44,1,wall,1844
2307,19,44,12,center_pane,1944
2308,20,44,1,wall,2044
2309,21,44,2,door,2144
2310,22,44,1,wall,2244
2311,23,44,1,wall,2344
2312,24,44,1,wall,2444
2313,25,44,2,door,2544
2314,26,44,1,wall,2644
2315,27,44,1,wall,2744
2316,28,44,12,center_pane,2844
2317,29,44,1,wall,2944
2318,30,44,2,door,3044
2319,31,44,1,wall,3144
2320,32,44,1,wall,3244
2321,33,44,1,wall,3344
2322,34,44,2,door,3444
2323,35,44,1,wall,3544
2324,36,44,1,wall,3644
2325,37,44,12,center_pane,3744
2326,38,44,12,center_pane,3844
2327,39,44,12,center_pane,3944
2328,40,44,12,center_pane,4044
2329,41,44,1,wall,4144
2330,42,44,1,wall,4244
2331,43,44,1,wall,4344
2332,44,44,12,center_pane,4444
2333,45,44,5,red,4544
2334,46,44,12,center_pane,4644
2335,47,44,12,center_pane,4744
2336,48,44,12,center_pane,4844
2337,49,44,12,center_pane,4944
2338,50,44,1,wall,5044
2339,51,44,1,wall,5144
2340,0,45,1,wall,045
2341,1,45,1,wall,145
2342,2,45,12,center_pane,245
2343,3,45,12,center_pane,345
2344,4,45,12,center_pane,445
2345,5,45,12,center_pane,545
2346,6,45,12,center_pane,645
2347,7,45,12,center_pane,745
2348,8,45,12,center_pane,845
2349,9,45,1,wall,945
2350,10,45,12,center_pane,1045
2351,11,45,12,center_pane,1145
2352,12,45,12,center_pane,1245
2353,13,45,12,center_pane,1345
2354,14,45,1,wall,1445
2355,15,45,9,rubble,1545
2356,16,45,6,yellow,1645
2357,17,45,9,rubble,1745
2358,18,45,1,wall,1845
2359,19,45,12,center_pane,1945
2360,20,45,12,center_pane,2045
2361,21,45,12,center_pane,2145
2362,22,45,12,center_pane,2245
2363,23,45,12,center_pane,2345
2364,24,45,12,center_pane,2445
2365,25,45,12,center_pane,2545
2366,26,45,12,center_pane,2645
2367,27,45,1,wall,2745
2368,28,45,12,center_pane,2845
2369,29,45,12,center_pane,2945
2370,30,45,12,center_pane,3045
2371,31,45,12,center_pane,3145
2372,32,45,3,green,3245
2373,33,45,12,center_pane,3345
2374,34,45,12,center_pane,3445
2375,35,45,12,center_pane,3545
2376,36,45,1,wall,3645
2377,37,45,12,center_pane,3745
2378,38,45,12,center_pane,3845
2379,39,45,12,center_pane,3945
2380,40,45,12,center_pane,4045
2381,41,45,1,wall,4145
2382,42,45,1,wall,4245
2383,43,45,12,center_pane,4345
2384,44,45,12,center_pane,4445
2385,45,45,12,center_pane,4545
2386,46,45,12,center_pane,4645
2387,47,45,12,center_pane,4745
2388,48,45,12,center_pane,4845
2389,49,45,12,center_pane,4945
2390,50,45,1,wall,5045
2391,51,45,1,wall,5145
2392,0,46,1,wall,046
2393,1,46,1,wall,146
2394,2,46,12,center_pane,246
2395,3,46,12,center_pane,346
2396,4,46,12,center_pane,446
2397,5,46,12,center_pane,546
2398,6,46,12,center_pane,646
2399,7,46,12,center_pane,746
2400,8,46,12,center_pane,846
2401,9,46,1,wall,946
2402,10,46,12,center_pane,1046
2403,11,46,12,center_pane,1146
2404,12,46,12,center_pane,1246
2405,13,46,12,center_pane,1346
2406,14,46,1,wall,1446
2407,15,46,12,center_pane,1546
2408,16,46,12,center_pane,1646
2409,17,46,1,wall,1746
2410,18,46,1,wall,1846
2411,19,46,12,center_pane,1946
2412,20,46,12,center_pane,2046
2413,21,46,12,center_pane,2146
2414,22,46,12,center_pane,2246
2415,23,46,12,center_pane,2346
2416,24,46,12,center_pane,2446
2417,25,46,12,center_pane,2546
2418,26,46,12,center_pane,2646
2419,27,46,1,wall,2746
2420,28,46,12,center_pane,2846
2421,29,46,12,center_pane,2946
2422,30,46,12,center_pane,3046
2423,31,46,12,center_pane,3146
2424,32,46,12,center_pane,3246
2425,33,46,12,center_pane,3346
2426,34,46,12,center_pane,3446
2427,35,46,12,center_pane,3546
2428,36,46,1,wall,3646
2429,37,46,12,center_pane,3746
2430,38,46,12,center_pane,3846
2431,39,46,12,center_pane,3946
2432,40,46,12,center_pane,4046
2433,41,46,1,wall,4146
2434,42,46,12,center_pane,4246
2435,43,46,12,center_pane,4346
2436,44,46,12,center_pane,4446
2437,45,46,12,center_pane,4546
2438,46,46,12,center_pane,4646
2439,47,46,12,center_pane,4746
2440,48,46,12,center_pane,4846
2441,49,46,12,center_pane,4946
2442,50,46,1,wall,5046
2443,51,46,1,wall,5146
2444,0,47,1,wall,047
2445,1,47,1,wall,147
2446,2,47,12,center_pane,247
2447,3,47,12,center_pane,347
2448,4,47,12,center_pane,447
2449,5,47,12,center_pane,547
2450,6,47,12,center_pane,647
2451,7,47,12,center_pane,747
2452,8,47,12,center_pane,847
2453,9,47,1,wall,947
2454,10,47,12,center_pane,1047
2455,11,47,12,center_pane,1147
2456,12,47,12,center_pane,1247
2457,13,47,12,center_pane,1347
2458,14,47,1,wall,1447
2459,15,47,1,wall,1547
2460,16,47,1,wall,1647
2461,17,47,1,wall,1747
2462,18,47,1,wall,1847
2463,19,47,1,wall,1947
2464,20,47,1,wall,2047
2465,21,47,1,wall,2147
2466,22,47,1,wall,2247
2467,23,47,1,wall,2347
2468,24,47,1,wall,2447
2469,25,47,1,wall,2547
2470,26,47,1,wall,2647
2471,27,47,1,wall,2747
2472,28,47,1,wall,2847
2473,29,47,1,wall,2947
2474,30,47,1,wall,3047
2475,31,47,1,wall,3147
2476,32,47,1,wall,3247
2477,33,47,1,wall,3347
2478,34,47,1,wall,3447
2479,35,47,1,wall,3547
2480,36,47,1,wall,3647
2481,37,47,12,center_pane,3747
2482,38,47,12,center_pane,3847
2483,39,47,12,center_pane,3947
2484,40,47,12,center_pane,4047
2485,41,47,1,wall,4147
2486,42,47,12,center_pane,4247
2487,43,47,12,center_pane,4347
2488,44,47,12,center_pane,4447
2489,45,47,12,center_pane,4547
2490,46,47,12,center_pane,4647
2491,47,47,12,center_pane,4747
2492,48,47,12,center_pane,4847
2493,49,47,12,center_pane,4947
2494,50,47,1,wall,5047
2495,51,47,1,wall,5147
2496,0,48,1,wall,048
2497,1,48,1,wall,148
2498,2,48,12,center_pane,248
2499,3,48,12,center_pane,348
2500,4,48,12,center_pane,448
2501,5,48,12,center_pane,548
2502,6,48,12,center_pane,648
2503,7,48,12,center_pane,748
2504,8,48,12,center_pane,848
2505,9,48,1,wall,948
2506,10,48,12,center_pane,1048
2507,11,48,12,center_pane,1148
2508,12,48,12,center_pane,1248
2509,13,48,12,center_pane,1348
2510,14,48,1,wall,1448
2511,15,48,1,wall,1548
2512,16,48,1,wall,1648
2513,17,48,1,wall,1748
2514,18,48,1,wall,1848
2515,19,48,1,wall,1948
2516,20,48,1,wall,2048
2517,21,48,1,wall,2148
2518,22,48,1,wall,2248
2519,23,48,1,wall,2348
2520,24,48,1,wall,2448
2521,25,48,1,wall,2548
2522,26,48,1,wall,2648
2523,27,48,1,wall,2748
2524,28,48,1,wall,2848
2525,29,48,1,wall,2948
2526,30,48,1,wall,3048
2527,31,48,1,wall,3148
2528,32,48,1,wall,3248
2529,33,48,1,wall,3348
2530,34,48,1,wall,3448
2531,35,48,1,wall,3548
2532,36,48,1,wall,3648
2533,37,48,12,center_pane,3748
2534,38,48,12,center_pane,3848
2535,39,48,12,center_pane,3948
2536,40,48,12,center_pane,4048
2537,41,48,1,wall,4148
2538,42,48,12,center_pane,4248
2539,43,48,12,center_pane,4348
2540,44,48,12,center_pane,4448
2541,45,48,12,center_pane,4548
2542,46,48,12,center_pane,4648
2543,47,48,12,center_pane,4748
2544,48,48,12,center_pane,4848
2545,49,48,12,center_pane,4948
2546,50,48,1,wall,5048
2547,51,48,1,wall,5148
2548,0,49,1,wall,049
2549,1,49,1,wall,149
2550,2,49,12,center_pane,249
2551,3,49,12,center_pane,349
2552,4,49,12,center_pane,449
2553,5,49,12,center_pane,549
2554,6,49,12,center_pane,649
2555,7,49,12,center_pane,749
2556,8,49,12,center_pane,849
2557,9,49,1,wall,949
2558,10,49,12,center_pane,1049
2559,11,49,12,center_pane,1149
2560,12,49,12,center_pane,1249
2561,13,49,12,center_pane,1349
2562,14,49,1,wall,1449
2563,15,49,12,center_pane,1549
2564,16,49,12,center_pane,1649
2565,17,49,12,center_pane,1749
2566,18,49,12,center_pane,1849
2567,19,49,12,center_pane,1949
2568,20,49,12,center_pane,2049
2569,21,49,12,center_pane,2149
2570,22,49,12,center_pane,2249
2571,23,49,12,center_pane,2349
2572,24,49,12,center_pane,2449
2573,25,49,1,wall,2549
2574,26,49,12,center_pane,2649
2575,27,49,12,center_pane,2749
2576,28,49,12,center_pane,2849
2577,29,49,12,center_pane,2949
2578,30,49,12,center_pane,3049
2579,31,49,12,center_pane,3149
2580,32,49,12,center_pane,3249
2581,33,49,12,center_pane,3349
2582,34,49,12,center_pane,3449
2583,35,49,12,center_pane,3549
2584,36,49,1,wall,3649
2585,37,49,12,center_pane,3749
2586,38,49,12,center_pane,3849
2587,39,49,12,center_pane,3949
2588,40,49,12,center_pane,4049
2589,41,49,1,wall,4149
2590,42,49,1,wall,4249
2591,43,49,1,wall,4349
2592,44,49,1,wall,4449
2593,45,49,1,wall,4549
2594,46,49,1,wall,4649
2595,47,49,1,wall,4749
2596,48,49,1,wall,4849
2597,49,49,1,wall,4949
2598,50,49,1,wall,5049
2599,51,49,1,wall,5149
2600,0,50,1,wall,050
2601,1,50,1,wall,150
2602,2,50,12,center_pane,250
2603,3,50,12,center_pane,350
2604,4,50,12,center_pane,450
2605,5,50,12,center_pane,550
2606,6,50,12,center_pane,650
2607,7,50,12,center_pane,750
2608,8,50,12,center_pane,850
2609,9,50,1,wall,950
2610,10,50,12,center_pane,1050
2611,11,50,12,center_pane,1150
2612,12,50,12,center_pane,1250
2613,13,50,12,center_pane,1350
2614,14,50,1,wall,1450
2615,15,50,12,center_pane,1550
2616,16,50,12,center_pane,1650
2617,17,50,12,center_pane,1750
2618,18,50,12,center_pane,1850
2619,19,50,12,center_pane,1950
2620,20,50,12,center_pane,2050
2621,21,50,12,center_pane,2150
2622,22,50,12,center_pane,2250
2623,23,50,12,center_pane,2350
2624,24,50,12,center_pane,2450
2625,25,50,1,wall,2550
2626,26,50,12,center_pane,2650
2627,27,50,12,center_pane,2750
2628,28,50,12,center_pane,2850
2629,29,50,12,center_pane,2950
2630,30,50,12,center_pane,3050
2631,31,50,12,center_pane,3150
2632,32,50,12,center_pane,3250
2633,33,50,12,center_pane,3350
2634,34,50,12,center_pane,3450
2635,35,50,12,center_pane,3550
2636,36,50,1,wall,3650
2637,37,50,12,center_pane,3750
2638,38,50,12,center_pane,3850
2639,39,50,12,center_pane,3950
2640,40,50,12,center_pane,4050
2641,41,50,2,door,4150
2642,42,50,12,center_pane,4250
2643,43,50,12,center_pane,4350
2644,44,50,12,center_pane,4450
2645,45,50,12,center_pane,4550
2646,46,50,12,center_pane,4650
2647,47,50,12,center_pane,4750
2648,48,50,12,center_pane,4850
2649,49,50,12,center_pane,4950
2650,50,50,1,wall,5050
2651,51,50,1,wall,5150
2652,0,51,1,wall,051
2653,1,51,1,wall,151
2654,2,51,12,center_pane,251
2655,3,51,12,center_pane,351
2656,4,51,12,center_pane,451
2657,5,51,12,center_pane,551
2658,6,51,12,center_pane,651
2659,7,51,12,center_pane,751
2660,8,51,12,center_pane,851
2661,9,51,1,wall,951
2662,10,51,12,center_pane,1051
2663,11,51,12,center_pane,1151
2664,12,51,12,center_pane,1251
2665,13,51,12,center_pane,1351
2666,14,51,1,wall,1451
2667,15,51,12,center_pane,1551
2668,16,51,12,center_pane,1651
2669,17,51,12,center_pane,1751
2670,18,51,12,center_pane,1851
2671,19,51,12,center_pane,1951
2672,20,51,12,center_pane,2051
2673,21,51,12,center_pane,2151
2674,22,51,12,center_pane,2251
2675,23,51,12,center_pane,2351
2676,24,51,12,center_pane,2451
2677,25,51,1,wall,2551
2678,26,51,12,center_pane,2651
2679,27,51,12,center_pane,2751
2680,28,51,12,center_pane,2851
2681,29,51,12,center_pane,2951
2682,30,51,12,center_pane,3051
2683,31,51,12,center_pane,3151
2684,32,51,12,center_pane,3251
